0,1,2,3,4,5,6,7,8,9,SourceFile,TableIndex,10,11,12
12,SCANZANO,DRAR,"18.000.000,00","517,00","7.312.775,00","520.000,00","516,31","6.700.579,00","5.592.414,00",2025-06-17-Volume%20Giornaliero%20Potabile.pdf,0,,"- 0,4%","-25.983,00"
TOTALE,,,"428.660.000,00",/,"359.810.723,00","18.070.000,00",/,"155.983.079,00","111.649.625,00",2025-06-17-Volume%20Giornaliero%20Potabile.pdf,0,,"- 0,1%","-229.448,00"
21 Agosto 2025,,,,,,,,,,2025-08-21-Volume%20Giornaliero%20Potabile.pdf,0,,,
n.,Invaso,Ente Gestore,"Volume di progetto
(ex Legge 584/1994)
[m3]","Quota autorizzata
[m s.l.m.]","Volume autorizzato
(V )
A
[m3]","Volume
d'interrimento (1)
[m3]","Quota rilevata
[m s.l.m.]","Volume
[m3]","Volume utile netto per
utilizzatori
[m3]",2025-08-21-Volume%20Giornaliero%20Potabile.pdf,0,etoN,"Variazione (2)
ΔV/V
A
[%]","Variazione (3)
ΔV
[m3]"
1,ANCIPA,ENEL,"30.410.000,00","950,00","30.410.000,00",n.d.,"940,97","17.962.861,23","15.962.861,23",2025-08-21-Volume%20Giornaliero%20Potabile.pdf,0,,"- 0,2%","-72.811,74"
2,CASTELLO,DRAR,"21.000.000,00","292,65","19.493.500,00","2.500.000,00","277,72","4.957.200,00","1.291.210,00",2025-08-21-Volume%20Giornaliero%20Potabile.pdf,0,,"- 0,1%","-24.400,00"
3,FANACO,SICILIACQUE,"20.700.000,00","677,50","20.700.000,00",n.d.,"658,87","3.235.501,00","2.649.184,00",2025-08-21-Volume%20Giornaliero%20Potabile.pdf,0,,"- 0,2%","-49.326,00"
4,"GARCIA
(Mario Francese)",C.B.Occidentale,"80.000.000,00","190,00","61.000.000,00",n.d.,"175,00","13.000.000,00","7.000.000,00",2025-08-21-Volume%20Giornaliero%20Potabile.pdf,0,,"- 0,2%","-115.000,00"
5,"PIANA DEGLI ALBANESI
(con Guadalami) (4)",ENEL,"32.750.000,00","609,00","25.000.000,00",n.d.,"601,64","8.648.819,34","6.648.819,34",2025-08-21-Volume%20Giornaliero%20Potabile.pdf,0,,"- 0,3%","-64.741,79"
6,PIANO DEL LEONE,SICILIACQUE,"4.150.000,00","828,00","4.150.000,00","1.330.000,00","825,97","3.136.500,00","1.886.500,00",2025-08-21-Volume%20Giornaliero%20Potabile.pdf,0,,"+ 0,0%","0,00"
7,POMA,DRAR,"72.300.000,00","195,60","72.300.000,00","4.490.000,00","179,74","20.545.000,00","12.055.430,00",2025-08-21-Volume%20Giornaliero%20Potabile.pdf,0,,"- 0,2%","-157.500,00"
8,PRIZZI,ENEL,"9.250.000,00","638,00","9.250.000,00",n.d.,"628,83","2.068.228,76","568.228,76",2025-08-21-Volume%20Giornaliero%20Potabile.pdf,0,,"- 0,7%","-60.388,44"
9,"RAGOLETO
(Dirillo)","BIORAFFINERIE DI
GELA","20.100.000,00","326,00","17.160.198,00","1.950.000,00","313,18","6.431.207,00","2.930.919,00",2025-08-21-Volume%20Giornaliero%20Potabile.pdf,0,,"- 0,2%","-38.944,00"
10,ROSAMARINA,DRAR,"100.000.000,00","164,00","73.034.250,00","7.280.000,00","144,35","20.106.706,00","11.018.530,00",2025-08-21-Volume%20Giornaliero%20Potabile.pdf,0,,"- 0,1%","-67.339,00"
11,SANTA ROSALIA,DRAR,"20.000.000,00","378,05","20.000.000,00","0,00","368,68","10.807.408,00","5.639.352,00",2025-08-21-Volume%20Giornaliero%20Potabile.pdf,0,,"- 0,2%","-40.820,00"
12,SCANZANO,DRAR,"18.000.000,00","517,00","7.312.775,00","520.000,00","514,79","5.480.935,00","4.364.089,00",2025-08-21-Volume%20Giornaliero%20Potabile.pdf,0,,"- 0,2%","-14.622,00"
TOTALE,,,"428.660.000,00",/,"359.810.723,00","18.070.000,00",/,"116.380.366,33","72.015.123,33",2025-08-21-Volume%20Giornaliero%20Potabile.pdf,0,,"- 0,2%","-705.892,97"
MONITORAGGIO GIORNALIERO VOLUMI INVASATI AD USO POTABILE,,,,,,,,,,2025-01-27-Volume%20Giornaliero%20potabile.pdf,0,,,
27 gennaio 2025,,,,,,,,,,2025-01-27-Volume%20Giornaliero%20potabile.pdf,0,,,
n.,Invaso,Ente Gestore,"Quota autorizzata
[m s.l.m.]","Volume autorizzato
[m3]","Quota rilevata
[m s.l.m.]","Volume
[m3]","Volume utile netto
per utilizzatori
[m3]",etoN,"otnemadnA
)1(",2025-01-27-Volume%20Giornaliero%20potabile.pdf,0,,,
1,ANCIPA,ENEL,"939,00","30.410.000,00","941,52","18.548.091,63","16.548.091,63",,,2025-01-27-Volume%20Giornaliero%20potabile.pdf,0,,,
2,CASTELLO,DRAR,"292,65","19.493.500,00","279,09","5.846.300,00","2.298.958,00",,,2025-01-27-Volume%20Giornaliero%20potabile.pdf,0,,,
3,FANACO,SICILIACQUE,"677,50","20.700.000,00","655,22","1.971.799,00","1.385.482,00",,,2025-01-27-Volume%20Giornaliero%20potabile.pdf,0,,,
4,"GARCIA
(Mario Francese)",C.B.Occidentale,"190,00","61.000.000,00","174,79","12.685.000,00","6.685.000,00",,,2025-01-27-Volume%20Giornaliero%20potabile.pdf,0,,,
5,"PIANA DEGLI
ALBANESI",ENEL,"609,00","25.000.000,00","600,95","7.309.406,89","5.309.406,89",,,2025-01-27-Volume%20Giornaliero%20potabile.pdf,0,,,
6,"PIANO DEL
LEONE",SICILIACQUE,"828,00","4.150.000,00","824,12","2.348.000,00","1.098.000,00",,,2025-01-27-Volume%20Giornaliero%20potabile.pdf,0,,,
7,POMA,DRAR,"195,60","72.300.000,00","179,43","20.002.500,00","11.915.028,00",,,2025-01-27-Volume%20Giornaliero%20potabile.pdf,0,,,
8,PRIZZI,ENEL,"638,00","9.250.000,00","629,57","2.374.525,91","874.525,91",,,2025-01-27-Volume%20Giornaliero%20potabile.pdf,0,,,
9,"RAGOLETO
(Dirillo)","BIORAFFINERIE
DI GELA","326,00","17.160.198,00","311,49","5.408.780,00","1.908.492,00",,,2025-01-27-Volume%20Giornaliero%20potabile.pdf,0,,,
10,ROSAMARINA,DRAR,"164,00","73.034.250,00","140,61","14.276.294,95","5.356.707,95",,,2025-01-27-Volume%20Giornaliero%20potabile.pdf,0,,,
11,SANTA ROSALIA,DRAR,"378,05","21.080.000,00","364,69","7.856.347,80","2.849.791,80",,,2025-01-27-Volume%20Giornaliero%20potabile.pdf,0,,,
12,SCANZANO,DRAR,"517,00","7.312.775,00","515,35","5.898.765,60","4.870.175,60",,,2025-01-27-Volume%20Giornaliero%20potabile.pdf,0,,,
,,,TOTALE,"360.890.723,00",/,"104.525.811,78","61.099.659,78",,,2025-01-27-Volume%20Giornaliero%20potabile.pdf,0,,,
(1) Rispetto al giorno precedente.,,,,,,,,,,2025-01-27-Volume%20Giornaliero%20potabile.pdf,0,,,
MONITORAGGIO GIORNALIERO VOLUMI INVASATI AD USO POTABILE,,,,,,,,,,2025-04-13-Volume%20Giornaliero%20Potabile.pdf,0,,,
13 Aprile 2025,,,,,,,,,,2025-04-13-Volume%20Giornaliero%20Potabile.pdf,0,,,
n.,Invaso,Ente Gestore,"Volume di progetto
(ex Legge 584/1994)
[m3]","Quota autorizzata
[m s.l.m.]","Volume autorizzato
(V )
A
[m3]","Volume
d'interrimento (1)
[m3]","Quota rilevata
[m s.l.m.]","Volume
[m3]","Volume utile netto per
utilizzatori
[m3]",2025-04-13-Volume%20Giornaliero%20Potabile.pdf,0,etoN,"Variazione (2)
ΔV/V
A
[%]",
1,ANCIPA,ENEL,"30.410.000,00","950,00","30.410.000,00",n.d.,"948,96","26.495.931,55","24.495.931,55",2025-04-13-Volume%20Giornaliero%20Potabile.pdf,0,,"+ 0,1%",
2,CASTELLO,DRAR,"21.000.000,00","292,65","19.493.500,00","2.500.000,00","283,99","9.695.200,00","6.115.652,00",2025-04-13-Volume%20Giornaliero%20Potabile.pdf,0,,"+ 0,0%",
3,FANACO,SICILIACQUE,"20.700.000,00","677,50","20.700.000,00",n.d.,"662,56","4.998.785,00","4.412.468,00",2025-04-13-Volume%20Giornaliero%20Potabile.pdf,0,,"+ 0,1%",
4,"GARCIA
(Mario Francese)",C.B.Occidentale,"80.000.000,00","190,00","61.000.000,00",n.d.,"177,90","19.760.000,00","13.760.000,00",2025-04-13-Volume%20Giornaliero%20Potabile.pdf,0,,"- 0,0%",
5,"PIANA DEGLI
ALBANESI",ENEL,"32.750.000,00","609,00","25.000.000,00",n.d.,"603,44","11.614.835,45","9.614.835,45",2025-04-13-Volume%20Giornaliero%20Potabile.pdf,0,,"- 0,2%",
6,"PIANO DEL
LEONE",SICILIACQUE,"4.150.000,00","828,00","4.150.000,00","1.330.000,00","826,76","3.492.000,00","2.242.000,00",2025-04-13-Volume%20Giornaliero%20Potabile.pdf,0,,"- 0,3%",
7,POMA,DRAR,"72.300.000,00","195,60","72.300.000,00","4.490.000,00","183,49","30.097.500,00","21.816.332,00",2025-04-13-Volume%20Giornaliero%20Potabile.pdf,0,,"+ 0,0%",
8,PRIZZI,ENEL,"9.250.000,00","638,00","9.250.000,00",n.d.,"633,15","4.255.946,18","2.755.946,18",2025-04-13-Volume%20Giornaliero%20Potabile.pdf,0,,"+ 0,1%",
9,"RAGOLETO
(Dirillo)","BIORAFFINERIE DI
GELA","20.100.000,00","326,00","17.160.198,00","1.950.000,00","316,93","9.054.896,00","5.554.608,00",2025-04-13-Volume%20Giornaliero%20Potabile.pdf,0,(*),"+ 0,0%",
10,ROSAMARINA,DRAR,"100.000.000,00","164,00","73.034.250,00","7.280.000,00","145,82","22.672.327,00","13.711.434,00",2025-04-13-Volume%20Giornaliero%20Potabile.pdf,0,,"+ 0,1%",
11,SANTA ROSALIA,DRAR,"20.000.000,00","378,05","21.080.000,00","0,00","371,56","13.324.828,00","8.256.633,00",2025-04-13-Volume%20Giornaliero%20Potabile.pdf,0,,"+ 0,1%",
12,SCANZANO,DRAR,"18.000.000,00","517,00","7.312.775,00","520.000,00","517,25","7.542.315,00","6.491.348,00",2025-04-13-Volume%20Giornaliero%20Potabile.pdf,0,,"- 0,4%",
TOTALE,,,"428.660.000,00",/,"360.890.723,00","18.070.000,00",/,"163.004.564,18","119.227.188,18",2025-04-13-Volume%20Giornaliero%20Potabile.pdf,0,,"+ 0,0%",
"(1) Dove non dispobile (n.d.): in attesa di batimetria dal Gestore;
(2) Variazione di volume dal giorno precedente (in percentuale rispetto la capacità massima autorizzata);
(*) Dato aggiornato al 11.04.2025",,,,,,,,,,2025-04-13-Volume%20Giornaliero%20Potabile.pdf,0,,,
MONITORAGGIO GIORNALIERO VOLUMI INVASATI AD USO POTABILE,,,,,,,,,,2025-02-16-Volume%20Giornaliero%20potabile.pdf,0,,,
16 febbraio 2025,,,,,,,,,,2025-02-16-Volume%20Giornaliero%20potabile.pdf,0,,,
n.,Invaso,Ente Gestore,"Volume di progetto
(ex Legge 584/1994)
[m3]","Quota autorizzata
[m s.l.m.]","Volume autorizzato
(V )
A
[m3]","Volume
d'interrimento (1)
[m3]","Quota rilevata
[m s.l.m.]","Volume
[m3]","Volume utile netto per
utilizzatori
[m3]",2025-02-16-Volume%20Giornaliero%20potabile.pdf,0,etoN,"Variazione (2)
ΔV/V
A
[%]",
1,ANCIPA,ENEL,"30.410.000,00","950,00","30.410.000,00",n.d.,"946,64","24.011.944,67","22.011.944,67",2025-02-16-Volume%20Giornaliero%20potabile.pdf,0,,"+ 0,5%",
2,CASTELLO,DRAR,"21.000.000,00","292,65","19.493.500,00","2.500.000,00","281,66","7.711.800,00","4.183.718,50",2025-02-16-Volume%20Giornaliero%20potabile.pdf,0,,"+ 1,4%",
3,FANACO,SICILIACQUE,"20.700.000,00","677,50","20.700.000,00",n.d.,"658,10","2.928.511,00","2.342.194,00",2025-02-16-Volume%20Giornaliero%20potabile.pdf,0,,"+ 0,7%",
4,"GARCIA
(Mario Francese)",C.B.Occidentale,"80.000.000,00","190,00","61.000.000,00",n.d.,"176,37","16.151.000,00","10.151.000,00",2025-02-16-Volume%20Giornaliero%20potabile.pdf,0,,"+ 2,2%",
5,"PIANA DEGLI
ALBANESI",ENEL,"32.750.000,00","609,00","25.000.000,00",n.d.,"601,59","8.247.353,71","6.247.353,71",2025-02-16-Volume%20Giornaliero%20potabile.pdf,0,,"+ 2,1%",
6,"PIANO DEL
LEONE",SICILIACQUE,"4.150.000,00","828,00","4.150.000,00","1.330.000,00","825,78","3.051.000,00","1.801.000,00",2025-02-16-Volume%20Giornaliero%20potabile.pdf,0,,"+ 2,6%",
7,POMA,DRAR,"72.300.000,00","195,60","72.300.000,00","4.490.000,00","181,05","23.625.000,00","15.583.825,50",2025-02-16-Volume%20Giornaliero%20potabile.pdf,0,,"+ 1,5%",
8,PRIZZI,ENEL,"9.250.000,00","638,00","9.250.000,00",n.d.,"630,92","3.008.905,00","1.508.905,00",2025-02-16-Volume%20Giornaliero%20potabile.pdf,0,,"+ 2,0%",
9,"RAGOLETO
(Dirillo)","BIORAFFINERIE DI
GELA","20.100.000,00","326,00","17.160.198,00","1.950.000,00","314,36","7.209.726,00","3.709.438,00",2025-02-16-Volume%20Giornaliero%20potabile.pdf,0,(*),"+ 0,0%",
10,ROSAMARINA,DRAR,"100.000.000,00","164,00","73.034.250,00","7.280.000,00","141,96","16.260.802,84","7.375.716,03",2025-02-16-Volume%20Giornaliero%20potabile.pdf,0,,"+ 0,7%",
11,SANTA ROSALIA,DRAR,"20.000.000,00","378,05","21.080.000,00","0,00","368,41","10.589.452,28","5.585.065,28",2025-02-16-Volume%20Giornaliero%20potabile.pdf,0,,"+ 1,8%",
12,SCANZANO,DRAR,"18.000.000,00","517,00","7.312.775,00","520.000,00","516,10","6.520.363,42","5.495.534,14",2025-02-16-Volume%20Giornaliero%20potabile.pdf,0,,"+ 6,4%",
TOTALE,,,"428.660.000,00",/,"360.890.723,00","18.070.000,00",/,"129.315.858,92","85.995.694,83",2025-02-16-Volume%20Giornaliero%20potabile.pdf,0,,"+ 1,4%",
"(1) Dove non dispobile (n.d.): in attesa di batimetria dal Gestore;
(2) Variazione di volume dal giorno precedente (in percentuale rispetto la capacità massima autorizzata);
(*) Dati aggiornati al 14.02.2025",,,,,,,,,,2025-02-16-Volume%20Giornaliero%20potabile.pdf,0,,,
MONITORAGGIO GIORNALIERO VOLUMI INVASATI AD USO POTABILE,,,,,,,,,,2025-02-10-Volume%20Giornaliero%20potabile.pdf,0,,,
10 febbraio 2025,,,,,,,,,,2025-02-10-Volume%20Giornaliero%20potabile.pdf,0,,,
n.,Invaso,Ente Gestore,"Volume di progetto
(ex Legge 584/1994)
[m3]","Quota autorizzata
[m s.l.m.]","Volume autorizzato
(V )
A
[m3]","Volume
d'interrimento (1)
[m3]","Quota rilevata
[m s.l.m.]","Volume
[m3]","Volume utile netto per
utilizzatori
[m3]",2025-02-10-Volume%20Giornaliero%20potabile.pdf,0,etoN,"Variazione (2)
ΔV/V
A
[%]",
1,ANCIPA,ENEL,"30.410.000,00","950,00","30.410.000,00",n.d.,"945,22","22.491.573,39","20.491.573,39",2025-02-10-Volume%20Giornaliero%20potabile.pdf,0,,"+ 3,3%",
2,CASTELLO,DRAR,"21.000.000,00","292,65","19.493.500,00","2.500.000,00","280,72","6.955.600,00","3.427.518,50",2025-02-10-Volume%20Giornaliero%20potabile.pdf,0,,"+ 2,6%",
3,FANACO,SICILIACQUE,"20.700.000,00","677,50","20.700.000,00",n.d.,"657,12","2.573.389,00","1.987.072,00",2025-02-10-Volume%20Giornaliero%20potabile.pdf,0,,"+ 1,0%",
4,"GARCIA
(Mario Francese)",C.B.Occidentale,"80.000.000,00","190,00","61.000.000,00",n.d.,"175,47","14.081.000,00","8.081.000,00",2025-02-10-Volume%20Giornaliero%20potabile.pdf,0,,"+ 2,0%",
5,"PIANA DEGLI
ALBANESI",ENEL,"32.750.000,00","609,00","25.000.000,00",n.d.,"601,22","7.690.594,26","5.690.594,26",2025-02-10-Volume%20Giornaliero%20potabile.pdf,0,,"+ 1,3%",
6,"PIANO DEL
LEONE",SICILIACQUE,"4.150.000,00","828,00","4.150.000,00","1.330.000,00","825,13","2.758.000,00","1.508.000,00",2025-02-10-Volume%20Giornaliero%20potabile.pdf,0,,"+ 4,7%",
7,POMA,DRAR,"72.300.000,00","195,60","72.300.000,00","4.490.000,00","180,22","21.550.000,00","13.508.825,50",2025-02-10-Volume%20Giornaliero%20potabile.pdf,0,,"+ 1,6%",
8,PRIZZI,ENEL,"9.250.000,00","638,00","9.250.000,00",n.d.,"630,31","2.711.428,82","1.211.428,82",2025-02-10-Volume%20Giornaliero%20potabile.pdf,0,,"+ 1,6%",
9,"RAGOLETO
(Dirillo)","BIORAFFINERIE DI
GELA","20.100.000,00","326,00","17.160.198,00",n.d.,"313,65","6.736.275,00","3.235.987,00",2025-02-10-Volume%20Giornaliero%20potabile.pdf,0,,"+ 6,8%",
10,ROSAMARINA,DRAR,"100.000.000,00","164,00","73.034.250,00","7.280.000,00","141,27","15.231.879,30","6.346.792,49",2025-02-10-Volume%20Giornaliero%20potabile.pdf,0,,"+ 0,8%",
11,SANTA ROSALIA,DRAR,"20.000.000,00","378,05","21.080.000,00",n.d.,"366,54","9.159.638,64","4.155.251,64",2025-02-10-Volume%20Giornaliero%20potabile.pdf,0,,"+ 5,1%",
12,SCANZANO,DRAR,"18.000.000,00","517,00","7.312.775,00","520.000,00","515,55","6.052.304,37","5.027.475,08",2025-02-10-Volume%20Giornaliero%20potabile.pdf,0,,"+ 3,7%",
TOTALE,,,"428.660.000,00",/,"360.890.723,00","16.120.000,00",/,"117.991.682,78","74.671.518,69",2025-02-10-Volume%20Giornaliero%20potabile.pdf,0,,"+ 2,2%",
"(1) Dove non dispobile (n.d.): in attesa di batimetria dal Gestore;
(2) Variazione di volume dal giorno precedente (in percentuale rispetto la capacità massima autorizzata);",,,,,,,,,,2025-02-10-Volume%20Giornaliero%20potabile.pdf,0,,,
MONITORAGGIO GIORNALIERO VOLUMI INVASATI AD USO POTABILE,,,,,,,,,,2025-03-12-Volume%20Giornaliero%20potabile.pdf,0,,,
12 Marzo 2025,,,,,,,,,,2025-03-12-Volume%20Giornaliero%20potabile.pdf,0,,,
n.,Invaso,Ente Gestore,"Volume di progetto
(ex Legge 584/1994)
[m3]","Quota autorizzata
[m s.l.m.]","Volume autorizzato
(V )
A
[m3]","Volume
d'interrimento (1)
[m3]","Quota rilevata
[m s.l.m.]","Volume
[m3]","Volume utile netto per
utilizzatori
[m3]",2025-03-12-Volume%20Giornaliero%20potabile.pdf,0,etoN,"Variazione (2)
ΔV/V
A
[%]",
1,ANCIPA,ENEL,"30.410.000,00","950,00","30.410.000,00",n.d.,"948,15","25.628.677,51","23.628.677,51",2025-03-12-Volume%20Giornaliero%20potabile.pdf,0,,"+ 0,1%",
2,CASTELLO,DRAR,"21.000.000,00","292,65","19.493.500,00","2.500.000,00","283,70","9.440.000,00","5.897.093,50",2025-03-12-Volume%20Giornaliero%20potabile.pdf,0,,"- 0,0%",
3,FANACO,SICILIACQUE,"20.700.000,00","677,50","20.700.000,00",n.d.,"660,44","3.926.416,00","3.340.099,00",2025-03-12-Volume%20Giornaliero%20potabile.pdf,0,,"+ 0,1%",
4,"GARCIA
(Mario Francese)",C.B.Occidentale,"80.000.000,00","190,00","61.000.000,00",n.d.,"177,29","18.296.000,00","12.296.000,00",2025-03-12-Volume%20Giornaliero%20potabile.pdf,0,,"+ 0,1%",
5,"PIANA DEGLI
ALBANESI",ENEL,"32.750.000,00","609,00","25.000.000,00",n.d.,"602,09","9.112.148,28","7.112.148,28",2025-03-12-Volume%20Giornaliero%20potabile.pdf,0,,"- 0,2%",
6,"PIANO DEL
LEONE",SICILIACQUE,"4.150.000,00","828,00","4.150.000,00","1.330.000,00","826,73","3.478.500,00","2.228.500,00",2025-03-12-Volume%20Giornaliero%20potabile.pdf,0,,"+ 0,0%",
7,POMA,DRAR,"72.300.000,00","195,60","72.300.000,00","4.490.000,00","182,20","26.550.000,00","18.445.387,71",2025-03-12-Volume%20Giornaliero%20potabile.pdf,0,,"+ 0,0%",
8,PRIZZI,ENEL,"9.250.000,00","638,00","9.250.000,00",n.d.,"632,05","3.608.057,48","2.108.057,48",2025-03-12-Volume%20Giornaliero%20potabile.pdf,0,,"+ 0,1%",
9,"RAGOLETO
(Dirillo)","BIORAFFINERIE DI
GELA","20.100.000,00","326,00","17.160.198,00","1.950.000,00","316,05","8.399.626,00","4.899.338,00",2025-03-12-Volume%20Giornaliero%20potabile.pdf,0,,"+ 0,1%",
10,ROSAMARINA,DRAR,"100.000.000,00","164,00","73.034.250,00","7.280.000,00","143,74","19.090.743,47","10.173.055,11",2025-03-12-Volume%20Giornaliero%20potabile.pdf,0,,"+ 0,0%",
11,SANTA ROSALIA,DRAR,"20.000.000,00","378,05","21.080.000,00","0,00","370,46","12.322.879,68","7.299.823,68",2025-03-12-Volume%20Giornaliero%20potabile.pdf,0,,"+ 0,3%",
12,SCANZANO,DRAR,"18.000.000,00","517,00","7.312.775,00","520.000,00","516,31","6.700.578,75","5.667.161,11",2025-03-12-Volume%20Giornaliero%20potabile.pdf,0,,"- 0,1%",
TOTALE,,,"428.660.000,00",/,"360.890.723,00","18.070.000,00",/,"146.553.627,17","103.095.341,38",2025-03-12-Volume%20Giornaliero%20potabile.pdf,0,,"+ 0,1%",
"(1) Dove non dispobile (n.d.): in attesa di batimetria dal Gestore;
(2) Variazione di volume dal giorno precedente (in percentuale rispetto la capacità massima autorizzata);",,,,,,,,,,2025-03-12-Volume%20Giornaliero%20potabile.pdf,0,,,
25 Agosto 2025,,,,,,,,,,2025-08-25-Volume%20Giornaliero%20Potabile.pdf,0,,,
n.,Invaso,Ente Gestore,"Volume di progetto
(ex Legge 584/1994)
[m3]","Quota autorizzata
[m s.l.m.]","Volume autorizzato
(V )
A
[m3]","Volume
d'interrimento (1)
[m3]","Quota rilevata
[m s.l.m.]","Volume
[m3]","Volume utile netto per
utilizzatori
[m3]",2025-08-25-Volume%20Giornaliero%20Potabile.pdf,0,etoN,"Variazione (2)
ΔV/V
A
[%]","Variazione (3)
ΔV
[m3]"
1,ANCIPA,ENEL,"30.410.000,00","950,00","30.410.000,00",n.d.,"940,73","17.724.342,42","15.724.342,42",2025-08-25-Volume%20Giornaliero%20Potabile.pdf,0,,"- 0,2%","-51.747,28"
2,CASTELLO,DRAR,"21.000.000,00","292,65","19.493.500,00","2.500.000,00","277,34","4.725.400,00","1.006.914,00",2025-08-25-Volume%20Giornaliero%20Potabile.pdf,0,,"- 0,4%","-82.996,00"
3,FANACO,SICILIACQUE,"20.700.000,00","677,50","20.700.000,00",n.d.,"658,56","3.109.235,00","2.522.918,00",2025-08-25-Volume%20Giornaliero%20Potabile.pdf,0,,"- 0,1%","-24.171,00"
4,"GARCIA
(Mario Francese)",C.B.Occidentale,"80.000.000,00","190,00","61.000.000,00",n.d.,"174,82","12.730.000,00","6.730.000,00",2025-08-25-Volume%20Giornaliero%20Potabile.pdf,0,,"- 0,1%","-75.000,00"
5,"PIANA DEGLI ALBANESI
(con Guadalami) (4)",ENEL,"32.750.000,00","609,00","25.000.000,00",n.d.,"601,53","8.475.980,63","6.475.980,63",2025-08-25-Volume%20Giornaliero%20Potabile.pdf,0,,"- 0,2%","-47.286,05"
6,PIANO DEL LEONE,SICILIACQUE,"4.150.000,00","828,00","4.150.000,00","1.330.000,00","825,96","3.132.000,00","1.882.000,00",2025-08-25-Volume%20Giornaliero%20Potabile.pdf,0,,"+ 0,0%","0,00"
7,POMA,DRAR,"72.300.000,00","195,60","72.300.000,00","4.490.000,00","179,59","20.282.500,00","11.629.740,00",2025-08-25-Volume%20Giornaliero%20Potabile.pdf,0,,"- 0,3%","-215.690,00"
8,PRIZZI,ENEL,"9.250.000,00","638,00","9.250.000,00",n.d.,"628,18","1.809.238,46","309.238,46",2025-08-25-Volume%20Giornaliero%20Potabile.pdf,0,,"- 0,6%","-56.700,44"
9,"RAGOLETO
(Dirillo)","BIORAFFINERIE DI
GELA","20.100.000,00","326,00","17.160.198,00","1.950.000,00","312,90","6.253.200,00","2.752.912,00",2025-08-25-Volume%20Giornaliero%20Potabile.pdf,0,,"- 0,8%","-132.572,00"
10,ROSAMARINA,DRAR,"100.000.000,00","164,00","73.034.250,00","7.280.000,00","144,23","19.905.333,00","10.743.874,00",2025-08-25-Volume%20Giornaliero%20Potabile.pdf,0,,"- 0,2%","-140.289,00"
11,SANTA ROSALIA,DRAR,"20.000.000,00","378,05","20.000.000,00","0,00","368,51","10.668.618,00","5.438.062,00",2025-08-25-Volume%20Giornaliero%20Potabile.pdf,0,,"- 0,5%","-103.321,00"
12,SCANZANO,DRAR,"18.000.000,00","517,00","7.312.775,00","520.000,00","514,71","5.422.618,00","4.273.737,00",2025-08-25-Volume%20Giornaliero%20Potabile.pdf,0,,"- 0,6%","-46.589,00"
TOTALE,,,"428.660.000,00",/,"359.810.723,00","18.070.000,00",/,"114.238.465,51","69.489.718,51",2025-08-25-Volume%20Giornaliero%20Potabile.pdf,0,,"- 0,3%","-976.361,77"
24 Maggio 2025,,,,,,,,,,2025-05-24-Volume%20Giornaliero%20Potabile.pdf,0,,,
n.,Invaso,Ente Gestore,"Volume di progetto
(ex Legge 584/1994)
[m3]","Quota autorizzata
[m s.l.m.]","Volume autorizzato
(V )
A
[m3]","Volume
d'interrimento (1)
[m3]","Quota rilevata
[m s.l.m.]","Volume
[m3]","Volume utile netto per
utilizzatori
[m3]",2025-05-24-Volume%20Giornaliero%20Potabile.pdf,0,etoN,"Variazione (2)
ΔV/V
A
[%]","Variazione (3)
ΔV
[m3]"
1,ANCIPA,ENEL,"30.410.000,00","950,00","30.410.000,00",n.d.,"948,03","25.500.195,43","23.500.195,43",2025-05-24-Volume%20Giornaliero%20Potabile.pdf,0,,"- 0,1%","-21.413,68"
2,CASTELLO,DRAR,"21.000.000,00","292,65","19.493.500,00","2.500.000,00","283,90","9.616.000,00","5.994.259,00",2025-05-24-Volume%20Giornaliero%20Potabile.pdf,0,,"- 0,1%","-17.600,00"
3,FANACO,SICILIACQUE,"20.700.000,00","677,50","20.700.000,00",n.d.,"663,18","5.344.479,00","4.758.162,00",2025-05-24-Volume%20Giornaliero%20Potabile.pdf,0,,"- 0,1%","-11.361,00"
4,"GARCIA
(Mario Francese)",C.B.Occidentale,"80.000.000,00","190,00","61.000.000,00",n.d.,"178,15","20.390.000,00","14.390.000,00",2025-05-24-Volume%20Giornaliero%20Potabile.pdf,0,(*),"+ 0,0%","0,00"
5,"PIANA DEGLI ALBANESI
(con Guadalami)",ENEL,"32.750.000,00","609,00","25.000.000,00",n.d.,"603,27","11.697.492,34","9.697.492,34",2025-05-24-Volume%20Giornaliero%20Potabile.pdf,0,,"- 0,3%","-63.438,88"
6,PIANO DEL LEONE,SICILIACQUE,"4.150.000,00","828,00","4.150.000,00","1.330.000,00","826,42","3.339.000,00","2.089.000,00",2025-05-24-Volume%20Giornaliero%20Potabile.pdf,0,,"- 0,1%","-4.500,00"
7,POMA,DRAR,"72.300.000,00","195,60","72.300.000,00","4.490.000,00","183,04","28.860.000,00","20.505.420,00",2025-05-24-Volume%20Giornaliero%20Potabile.pdf,0,,"- 0,1%","-55.000,00"
8,PRIZZI,ENEL,"9.250.000,00","638,00","9.250.000,00",n.d.,"633,08","4.212.864,70","2.712.864,70",2025-05-24-Volume%20Giornaliero%20Potabile.pdf,0,,"+ 0,1%","6.133,01"
9,"RAGOLETO
(Dirillo)","BIORAFFINERIE DI
GELA","20.100.000,00","326,00","17.160.198,00","1.950.000,00","317,22","9.277.119,00","5.776.831,00",2025-05-24-Volume%20Giornaliero%20Potabile.pdf,0,(*),"+ 0,0%","0,00"
